,price,year,dong,area,region_code,region_name,per_price
0,"150,000",2019,사직동,158.99,11110,서울특별시 종로구,943.4555632429712
1,"120,000",2019,사직동,107.91,11110,서울특별시 종로구,1112.0378092855158
2,"104,500",2019,사직동,94.51,11110,서울특별시 종로구,1105.703100201037
3,"29,000",2019,익선동,46.64,11110,서울특별시 종로구,621.7838765008577
4,"85,800",2019,명륜2가,84.9,11110,서울특별시 종로구,1010.6007067137808
5,"61,500",2019,명륜2가,59.4,11110,서울특별시 종로구,1035.3535353535353
6,"115,500",2019,명륜2가,172.17,11110,서울특별시 종로구,670.8485798919673
7,"61,800",2019,창신동,79.87,11110,서울특별시 종로구,773.7573557030173
8,"12,500",2019,숭인동,17.811,11110,서울특별시 종로구,701.8134860479479
9,"13,400",2019,숭인동,15.09,11110,서울특별시 종로구,888.0053015241882
10,"12,100",2019,숭인동,12.78,11110,서울특별시 종로구,946.7918622848201
11,"11,000",2019,숭인동,12.01,11110,서울특별시 종로구,915.9034138218152
12,"13,900",2019,숭인동,19.466,11110,서울특별시 종로구,714.065550190075
13,"140,000",2019,평창동,244.937,11110,서울특별시 종로구,571.5755479980567
14,"63,000",2019,평창동,87.27,11110,서울특별시 종로구,721.8975592987281
15,"18,000",2019,평창동,32.54,11110,서울특별시 종로구,553.1653349723417
16,"39,500",2019,무악동,64.12,11110,서울특별시 종로구,616.0324391765439
17,"140,000",2019,남대문로5가,148.47,11140,서울특별시 중구,942.951438000943
18,"155,000",2019,남대문로5가,142.23,11140,서울특별시 중구,1089.7841524291641
19,"118,000",2019,회현동1가,137.53,11140,서울특별시 중구,857.9946193557769
20,"135,000",2019,회현동1가,133.98,11140,서울특별시 중구,1007.6130765785939
21,"135,000",2019,회현동1가,187.44,11140,서울특별시 중구,720.2304737516005
22,"155,000",2019,회현동2가,166.24,11140,서울특별시 중구,932.3869104908565
23,"23,300",2019,충무로5가,22.75,11140,서울특별시 중구,1024.1758241758241
24,"31,800",2019,충무로5가,35.55,11140,서울특별시 중구,894.5147679324896
