,price,year,dong,area,region_code,region_name,per_price
0,"81,500",2019,옥인동,118.49,11110,서울특별시 종로구,687.8217571103047
1,"73,200",2019,필운동,84.74,11110,서울특별시 종로구,863.818739674298
2,"140,000",2019,사직동,159.01,11110,서울특별시 종로구,880.4477705804667
3,"145,000",2019,사직동,153.42,11110,서울특별시 종로구,945.1179767957242
4,"117,500",2019,사직동,121.37,11110,서울특별시 종로구,968.1140314740051
5,"117,000",2019,내수동,117.26,11110,서울특별시 종로구,997.7827050997782
6,"178,000",2019,내수동,174.55,11110,서울특별시 종로구,1019.7651102835863
7,"80,000",2019,견지동,116.03,11110,서울특별시 종로구,689.4768594329053
8,"65,000",2019,인의동,84.98,11110,서울특별시 종로구,764.8858554954106
9,"23,500",2019,연건동,19.86,11110,서울특별시 종로구,1183.2829808660624
10,"25,000",2019,창신동,59.26,11110,서울특별시 종로구,421.86972662841714
11,"60,000",2019,창신동,59.95,11110,서울특별시 종로구,1000.834028356964
12,"27,500",2019,창신동,58.88,11110,서울특별시 종로구,467.05163043478257
13,"26,200",2019,창신동,59.26,11110,서울특별시 종로구,442.1194735065812
14,"13,400",2019,숭인동,17.811,11110,서울특별시 종로구,752.3440570434002
15,"13,400",2019,숭인동,17.811,11110,서울특별시 종로구,752.3440570434002
16,"12,500",2019,숭인동,12.15,11110,서울특별시 종로구,1028.8065843621398
17,"77,000",2019,숭인동,84.95,11110,서울특별시 종로구,906.4155385520894
18,"12,400",2019,숭인동,12.78,11110,서울특별시 종로구,970.2660406885759
19,"25,000",2019,숭인동,47.63,11110,서울특별시 종로구,524.8792777661138
20,"67,000",2019,숭인동,59.9426,11110,서울특별시 종로구,1117.7359674088211
21,"135,000",2019,평동,84.836,11110,서울특별시 종로구,1591.3055778207365
22,"144,000",2019,홍파동,84.836,11110,서울특별시 종로구,1697.392616342119
23,"142,500",2019,홍파동,84.944,11110,서울특별시 종로구,1677.5758146543606
24,"112,500",2019,홍파동,59.895,11110,서울특별시 종로구,1878.2870022539444
25,"150,000",2019,홍파동,84.614,11110,서울특별시 종로구,1772.7562814664238
26,"19,600",2019,행촌동,45.39,11110,서울특별시 종로구,431.81317470808546
27,"80,000",2019,평창동,110.53,11110,서울특별시 종로구,723.7853976296028
28,"15,000",2019,평창동,32.56,11110,서울특별시 종로구,460.68796068796064
29,"94,990",2019,무악동,114.9,11110,서울특별시 종로구,826.7188859878155
30,"92,500",2019,무악동,84.858,11110,서울특별시 종로구,1090.0563293973462
31,"89,000",2019,무악동,112.8144,11110,서울특별시 종로구,788.9063807457204
32,"54,000",2019,무악동,84.82,11110,서울특별시 종로구,636.6423013440227
33,"94,500",2019,무악동,114.9,11110,서울특별시 종로구,822.4543080939948
34,"74,950",2019,무악동,84.92,11110,서울특별시 종로구,882.5953838907207
35,"80,990",2019,무악동,84.92,11110,서울특별시 종로구,953.7211493170042
36,"63,900",2019,무악동,60,11110,서울특별시 종로구,1065.0
37,"115,000",2019,무악동,84.8792,11110,서울특별시 종로구,1354.866681118578
38,"89,400",2019,무악동,84.858,11110,서울특별시 종로구,1053.5247118715972
39,"95,000",2019,무악동,84.858,11110,서울특별시 종로구,1119.51731127295
40,"102,000",2019,무악동,59.6737,11110,서울특별시 종로구,1709.295719890002
41,"86,950",2019,무악동,84.92,11110,서울특별시 종로구,1023.9048516250589
42,"127,000",2019,회현동1가,145.79,11140,서울특별시 중구,871.1159887509432
43,"36,500",2019,회현동1가,66.15,11140,서울특별시 중구,551.7762660619803
44,"127,000",2019,회현동1가,137.57,11140,서울특별시 중구,923.166388020644
45,"155,000",2019,회현동1가,176.26,11140,서울특별시 중구,879.3827300578691
46,"41,800",2019,충무로4가,71.93,11140,서울특별시 중구,581.1205338523564
47,"106,000",2019,충무로4가,114.84,11140,서울특별시 중구,923.0233368164403
48,"85,000",2019,충무로4가,80.473,11140,서울특별시 중구,1056.25489294546
49,"134,000",2019,충무로4가,135.533,11140,서울특별시 중구,988.6891015472247
50,"24,000",2019,충무로5가,19.76,11140,서울특별시 중구,1214.574898785425
51,"19,300",2019,인현동2가,41.62,11140,서울특별시 중구,463.7193656895723
52,"39,000",2019,인현동2가,87.44,11140,서울특별시 중구,446.02012808783167
53,"19,900",2019,인현동2가,40.83,11140,서울특별시 중구,487.3867254469753
54,"24,000",2019,산림동,66.78,11140,서울특별시 중구,359.38903863432165
55,"89,500",2019,신당동,84.88,11140,서울특별시 중구,1054.4297832233742
56,"65,800",2019,신당동,57.63,11140,서울특별시 중구,1141.7664410897103
57,"48,000",2019,신당동,66.6,11140,서울특별시 중구,720.7207207207208
58,"70,000",2019,신당동,59.98,11140,서울특별시 중구,1167.0556852284096
59,"104,000",2019,신당동,114.88,11140,서울특별시 중구,905.2924791086351
60,"99,000",2019,신당동,114.92,11140,서울특별시 중구,861.4688478941872
61,"74,800",2019,신당동,59.94,11140,서울특별시 중구,1247.9145812479146
62,"84,500",2019,신당동,84.39,11140,서울특별시 중구,1001.3034719753525
63,"49,500",2019,신당동,84.78,11140,서울특별시 중구,583.864118895966
64,"101,000",2019,신당동,114.88,11140,서울특별시 중구,879.1782729805014
65,"91,200",2019,신당동,84.88,11140,서울특별시 중구,1074.4580584354383
66,"99,000",2019,신당동,114.88,11140,서울특별시 중구,861.7688022284123
