강원도 화천군,118.02630639024306,188.28309535526762,1.5952638112110955
전라남도 구례군,114.57350067803439,175.82019840870646,1.5345625067595936
경상북도 성주군,158.07410183324598,227.47440250464564,1.4390365016567406
경상북도 봉화군,106.38127212378718,148.3947969710323,1.3949334691011912
충청남도 태안군,121.81607497870392,160.7150094212459,1.3193251338080163
경상북도 울진군,127.73544364919654,162.56681937810507,1.2726837182682587
충청북도 보은군,121.88260430024721,155.10988684159514,1.2726171034177725
제주특별자치도 제주시,244.82892330765816,303.0842276655785,1.2379429013977865
대구광역시 수성구,328.5809812891811,405.41935771811535,1.233849129451925
경상남도 남해군,120.0681461647795,147.26942967734757,1.2265487090575837
