경상북도 청송군,81.33167181641187,142.81841083505756,1.7559999400656403
경상남도 하동군,130.76406140150323,183.40425927374017,1.4025586029376096
전라남도 보성군,118.57634895218328,162.0070978810301,1.3662682256000356
전라남도 나주시,171.79503893629428,220.9369011378463,1.2860493673497464
강원도 양양군,142.37344444808278,174.40042014526492,1.2249504872298074
전라남도 광양시,128.3623152846594,156.82552052850988,1.2217411331412167
충청북도 영동군,126.94454018574355,152.6228647561456,1.2022798659385419
전라북도 김제시,127.82874958553192,152.91471209669064,1.196246639292778
경상북도 봉화군,174.06176206653166,207.97226406439316,1.1948187907284304
경상북도 성주군,195.62852416644608,233.5656869205872,1.1939244949875671
