경상남도 합천군,164.96563630729838,233.40252617422726,1.414855429281311
경기도 용인시 기흥구,476.7702278799574,664.8357817810253,1.394457419745638
경기도 수원시 장안구,460.2592999678177,636.6584236928088,1.3832603137781796
경기도 남양주시,409.306606655885,561.4147526835621,1.3716239697923043
서울특별시 동작구,1230.7600794951525,1684.8736893208436,1.3689700514270537
경기도 수원시 권선구,452.6912030298243,618.8523196855766,1.3670517905884847
경기도 용인시 수지구,681.6548242790179,931.665253818463,1.3667698380978666
경기도 수원시 영통구,641.6230094899657,872.6288814637359,1.360033646794244
경기도 고양시 덕양구,504.76340144061425,682.7417958793199,1.3525976604697336
경기도 오산시,309.71732998840787,418.1641169439342,1.3501476231878444
