충청남도 서천군,158.35573090932118,275.466088874751,1.7395397520061362
충청북도 보은군,140.52737633609456,234.7160021150488,1.670251080143178
전라남도 곡성군,164.6005635563571,265.5655318604993,1.613393819089648
전라남도 구례군,162.3601261755799,239.82161245682133,1.477096736162134
경상남도 의령군,159.191164326561,233.83153665696892,1.4688725825089917
경상남도 남해군,144.9006655476144,211.08397149396765,1.4567494959131528
경기도 성남시 수정구,665.7969063741651,945.9554355562799,1.4207867692083733
서울특별시 종로구,764.3377954349024,1015.9495230836586,1.3291891741472643
경상북도 영양군,140.66858652512624,186.14120146448997,1.3232606231615287
충청북도 진천군,160.27847580182473,206.51586158742515,1.2884815665627514
