전라북도 장수군,113.09150217900755,172.4339030689822,1.524729088804959
경상남도 의령군,114.72711834567757,174.58028336668144,1.5217002386538099
충청남도 청양군,140.51704503623887,202.0423280427587,1.4378492516025558
경상북도 영덕군,117.1363742425177,167.59731629904763,1.4307879801030567
전라북도 임실군,77.09984568107105,107.21759131863783,1.3906330210069546
충청북도 괴산군,103.06709353141302,138.13561617921044,1.3402494573800041
경상북도 청도군,110.3638286007938,145.17183113760422,1.3153932133209818
경상남도 창녕군,122.2878998742745,153.27996260668652,1.2534352357369396
전라남도 곡성군,113.80560430691995,139.90767059886406,1.2293565984813015
전라남도 장흥군,139.64766850656562,171.48406876852857,1.2279765971206755
