전라남도 담양군,132.87175699477447,198.79622428775926,1.4961510917295797
전라북도 임실군,120.38642609366792,157.25602268111012,1.306260413103014
경기도 성남시 중원구,611.2578952774185,788.1737481662275,1.2894291497184114
경기도 평택시,256.0232274399238,325.0457242252675,1.26959466715394
경상남도 창원시 의창구,269.23001749178377,338.8838750678448,1.258715050516931
경기도 수원시 영통구,515.1417123045248,641.6230094899657,1.2455271902164888
충청북도 영동군,156.79894552834423,194.0197158200653,1.2373789579152032
광주광역시 동구,316.0098176279535,390.40998197376894,1.2354362434188948
경기도 하남시,778.3751587445983,959.9318099705235,1.2332508292257796
충청북도 충주시,161.14570326484892,198.50490601585028,1.2318349294712507
