전라북도 장수군,164.5619751332176,237.0823525176374,1.4406873296562737
서울특별시 성동구,829.2156501524274,1048.7986309588516,1.2648080517607936
경상북도 군위군,200.23940523261388,250.0730691602092,1.2488704152397208
강원도 횡성군,137.99608214485988,169.77688171312403,1.230302187383136
전라남도 고흥군,139.9430004846409,171.2469014433218,1.2236903657222684
경기도 하남시,559.275764226949,684.1516396933532,1.223281399720605
경기도 화성시,340.857492799122,409.1234072672398,1.2002769952554604
경기도 성남시 분당구,751.9371361738549,900.2087537906115,1.1971861881582542
서울특별시 광진구,791.1224267329178,946.458796322905,1.1963493440976976
경상북도 영양군,117.73915001159571,140.66858652512624,1.194747766662765
