,price,year,dong,area,region_code,region_nmae,per_price
0,"62,500",2014,청운동,84.51,11110,서울특별시 종로구,739.5574488226245
1,"96,000",2014,사직동,144.52,11110,서울특별시 종로구,664.2679213949626
2,"102,000",2014,사직동,136.4,11110,서울특별시 종로구,747.8005865102639
3,"104,000",2014,내수동,124.17,11110,서울특별시 종로구,837.561407747443
4,"20,000",2014,익선동,43.98,11110,서울특별시 종로구,454.7521600727604
5,"22,000",2014,익선동,43.98,11110,서울특별시 종로구,500.22737608003644
6,"32,200",2014,이화동,84.13,11110,서울특별시 종로구,382.7409960774991
7,"18,500",2014,연건동,19.86,11110,서울특별시 종로구,931.520644511581
8,"44,200",2014,명륜1가,84.89,11110,서울특별시 종로구,520.6738131699847
9,"56,000",2014,명륜2가,84.9,11110,서울특별시 종로구,659.5995288574793
10,"17,000",2014,명륜3가,59.97,11110,서울특별시 종로구,283.4750708687677
11,"17,000",2014,명륜3가,69.54,11110,서울특별시 종로구,244.4636180615473
12,"20,000",2014,창신동,28.8,11110,서울특별시 종로구,694.4444444444445
13,"27,000",2014,창신동,64.66,11110,서울특별시 종로구,417.5688215279926
14,"26,500",2014,창신동,64.66,11110,서울특별시 종로구,409.8360655737705
15,"25,600",2014,창신동,54.7,11110,서울특별시 종로구,468.00731261425955
16,"27,600",2014,창신동,79.87,11110,서울특별시 종로구,345.5615374984349
17,"34,500",2014,창신동,59.95,11110,서울특별시 종로구,575.4795663052544
18,"20,000",2014,숭인동,47.63,11110,서울특별시 종로구,419.90342221289103
19,"30,100",2014,숭인동,59.64,11110,서울특별시 종로구,504.69483568075117
20,"38,800",2014,숭인동,59.92,11110,서울특별시 종로구,647.5300400534045
21,"45,900",2014,숭인동,84.92,11110,서울특별시 종로구,540.5087140838436
22,"36,000",2014,숭인동,59.92,11110,서울특별시 종로구,600.8010680907877
23,"39,200",2014,숭인동,59.92,11110,서울특별시 종로구,654.2056074766355
24,"12,500",2014,숭인동,19.466,11110,서울특별시 종로구,642.1452789479091
25,"27,000",2014,행촌동,94.94,11110,서울특별시 종로구,284.39014114177377
26,"28,400",2014,평창동,59.97,11110,서울특별시 종로구,473.5701183925296
27,"37,000",2014,평창동,84.93,11110,서울특별시 종로구,435.6528906158012
28,"42,500",2014,평창동,87.27,11110,서울특별시 종로구,486.99438524120546
29,"47,000",2014,무악동,59.993,11110,서울특별시 종로구,783.4247328855033
30,"32,000",2014,무악동,64.12,11110,서울특별시 종로구,499.0642545227698
31,"52,700",2014,무악동,84.858,11110,서울특별시 종로구,621.0374979377312
32,"54,490",2014,무악동,84.92,11110,서울특별시 종로구,641.662741403674
33,"34,700",2014,무악동,60,11110,서울특별시 종로구,578.3333333333334
