,price,year,dong,area,region_code,region_nmae,per_price
0,"91,400",2012,사직동,144.52,11110,서울특별시 종로구,632.4384168281206
1,"50,000",2012,당주동,104.73,11110,서울특별시 종로구,477.4181227919412
2,"101,000",2012,내수동,124.17,11110,서울특별시 종로구,813.4009825239591
3,"70,000",2012,수송동,80.12,11110,서울특별시 종로구,873.689465801298
4,"29,000",2012,수송동,36.86,11110,서울특별시 종로구,786.7607162235486
5,"114,500",2012,수송동,130.98,11110,서울특별시 종로구,874.1792640097725
6,"23,000",2012,익선동,48.54,11110,서울특별시 종로구,473.8360115368768
7,"44,000",2012,인의동,84.64,11110,서울특별시 종로구,519.8487712665407
8,"14,000",2012,충신동,22.17,11110,서울특별시 종로구,631.4839873703202
9,"30,500",2012,명륜1가,75.6,11110,서울특별시 종로구,403.4391534391535
10,"42,000",2012,명륜2가,84.96,11110,서울특별시 종로구,494.35028248587577
11,"26,000",2012,창신동,64.66,11110,서울특별시 종로구,402.10330961954844
12,"23,200",2012,창신동,59.55,11110,서울특별시 종로구,389.5885810243493
13,"19,000",2012,창신동,28.8,11110,서울특별시 종로구,659.7222222222222
14,"23,000",2012,창신동,59.26,11110,서울특별시 종로구,388.1201484981438
15,"25,000",2012,창신동,74.38,11110,서울특별시 종로구,336.1118580263512
16,"29,500",2012,창신동,79.87,11110,서울특별시 종로구,369.35019406535616
17,"35,700",2012,숭인동,59.92,11110,서울특별시 종로구,595.7943925233644
18,"60,000",2012,평창동,135.17,11110,서울특별시 종로구,443.88547754679297
19,"147,560",2012,평창동,200.331,11110,서울특별시 종로구,736.5809585136599
20,"30,000",2012,평창동,59.97,11110,서울특별시 종로구,500.25012506253125
21,"32,890",2012,무악동,60,11110,서울특별시 종로구,548.1666666666666
22,"155,487",2012,회현동1가,187.08,11140,서울특별시 중구,831.1257216164207
23,"26,300",2012,회현동1가,68.96,11140,서울특별시 중구,381.3805104408353
24,"13,500",2012,회현동1가,63.8,11140,서울특별시 중구,211.59874608150471
25,"164,152",2012,회현동1가,187.08,11140,서울특별시 중구,877.4428052170194
26,"167,973",2012,회현동1가,187.08,11140,서울특별시 중구,897.8672225785759
27,"18,530",2012,장충동1가,52.05,11140,서울특별시 중구,356.0038424591739
28,"61,470",2012,장충동1가,155.88,11140,서울특별시 중구,394.3418013856813
29,"26,000",2012,신당동,65.55,11140,서울특별시 중구,396.6437833714722
30,"37,500",2012,신당동,84.77,11140,서울특별시 중구,442.37348118438126
31,"38,000",2012,신당동,84.77,11140,서울특별시 중구,448.2717942668397
32,"35,500",2012,신당동,79.11,11140,서울특별시 중구,448.74225761597773
33,"49,000",2012,신당동,84.39,11140,서울특별시 중구,580.6375162933997
34,"31,300",2012,신당동,71.7,11140,서울특별시 중구,436.54114365411436
35,"55,000",2012,신당동,84.88,11140,서울특별시 중구,647.9736098020735
36,"47,500",2012,신당동,84.841,11140,서울특별시 중구,559.8708171756581
37,"31,000",2012,신당동,79.11,11140,서울특별시 중구,391.85943622803694
38,"16,000",2012,신당동,59.61,11140,서울특별시 중구,268.41134037913105
39,"49,500",2012,신당동,84.97,11140,서울특별시 중구,582.5585500764976
40,"62,000",2012,신당동,114.48,11140,서울특별시 중구,541.5793151642208
41,"63,000",2012,신당동,114.48,11140,서울특별시 중구,550.3144654088051
42,"37,000",2012,흥인동,84.87,11140,서울특별시 중구,435.9608813479439
43,"39,900",2012,황학동,59.91,11140,서울특별시 중구,665.9989984977467
44,"35,700",2012,황학동,59.94,11140,서울특별시 중구,595.5955955955956
45,"47,000",2012,황학동,84.97,11140,서울특별시 중구,553.1364010827351
46,"39,000",2012,황학동,59.91,11140,서울특별시 중구,650.9764646970456
47,"134,097",2012,황학동,192.13,11140,서울특별시 중구,697.949305157966
48,"56,150",2012,중림동,84.95,11140,서울특별시 중구,660.9770453207769
49,"39,000",2012,후암동,64.26,11170,서울특별시 용산구,606.9094304388422
50,"43,500",2012,후암동,82.35,11170,서울특별시 용산구,528.2331511839709
51,"29,000",2012,산천동,59.69,11170,서울특별시 용산구,485.84352487853914
52,"49,000",2012,산천동,84.98,11170,서울특별시 용산구,576.6062602965403
53,"40,900",2012,도원동,59.94,11170,서울특별시 용산구,682.3490156823491
54,"47,000",2012,도원동,84.69,11170,서울특별시 용산구,554.9651670799386
55,"70,000",2012,용문동,114.93,11170,서울특별시 용산구,609.0663882363177
56,"36,000",2012,문배동,66.72,11170,서울특별시 용산구,539.568345323741
57,"46,000",2012,문배동,76.1,11170,서울특별시 용산구,604.467805519054
58,"60,000",2012,문배동,84.97,11170,서울특별시 용산구,706.1315758503001
59,"101,000",2012,신계동,124.08,11170,서울특별시 용산구,813.9909735654417
60,"128,000",2012,용산동5가,149.92,11170,서울특별시 용산구,853.7886872998934
61,"130,000",2012,용산동5가,100.29,11170,서울특별시 용산구,1296.2409013859806
62,"130,000",2012,용산동5가,124.8,11170,서울특별시 용산구,1041.6666666666667
63,"81,000",2012,이촌동,100.8,11170,서울특별시 용산구,803.5714285714286
64,"125,000",2012,이촌동,120.56,11170,서울특별시 용산구,1036.8281353682814
65,"76,800",2012,이촌동,174.48,11170,서울특별시 용산구,440.16506189821183
66,"245,000",2012,이촌동,203.12,11170,서울특별시 용산구,1206.1835368255217
67,"52,000",2012,이촌동,59.88,11170,서울특별시 용산구,868.4034736138944
68,"89,000",2012,이촌동,87.54,11170,서울특별시 용산구,1016.6780900159927
69,"89,500",2012,이촌동,87.54,11170,서울특별시 용산구,1022.3897646790039
70,"51,000",2012,이촌동,59.88,11170,서울특별시 용산구,851.7034068136272
71,"64,800",2012,이촌동,121.44,11170,서울특별시 용산구,533.596837944664
72,"100,000",2012,이촌동,134.9,11170,서울특별시 용산구,741.2898443291326
73,"58,000",2012,이촌동,99.13,11170,서울특별시 용산구,585.0902854837083
