,price,year,dong,area,region_code,per_price
314,"8,600",2012,외도일동,39.84,50110,215.86345381526104
315,"11,700",2012,외도일동,59.933,50110,195.21799342599235
316,"12,500",2012,외도일동,59.933,50110,208.56623229272688
317,"25,900",2012,도남동,84.96,50110,304.84934086629005
318,"8,700",2012,도남동,59.755,50110,145.59451091958832
319,"5,500",2012,도남동,39.79,50110,138.22568484543856
320,"5,200",2012,도남동,39.89,50110,130.35848583604914
321,"13,000",2012,도남동,84.61,50110,153.64614111807114
322,"8,400",2012,도남동,59.94,50110,140.14014014014015
323,"25,500",2012,도남동,84.96,50110,300.1412429378531
324,"14,000",2012,도남동,84.91,50110,164.88046166529267
325,"6,600",2012,도남동,44.28,50110,149.05149051490514
326,"9,000",2012,도남동,74.43,50110,120.91898428053203
327,"6,000",2012,도남동,39.75,50110,150.9433962264151
328,"11,000",2012,도남동,83.88,50110,131.13972341440154
329,"9,000",2012,도남동,84.69,50110,106.26992561105207
330,"11,500",2012,도남동,82.76,50110,138.95601739971
331,"7,300",2012,도남동,52.32,50110,139.52599388379204
332,"15,000",2012,도남동,84.84,50110,176.8033946251768
333,"4,500",2012,도남동,52.32,50110,86.0091743119266
334,"8,000",2012,도련일동,58.2203,50110,137.40911675137366
335,"9,500",2012,도련일동,84.13,50110,112.92048020920005
336,"8,800",2012,도련이동,81.21,50110,108.36103928087675
337,"22,500",2012,연동,100.47,50110,223.94744699910422
338,"21,000",2012,연동,100.47,50110,209.01761719916394
339,"14,900",2012,연동,84.76,50110,175.79046720151013
340,"4,000",2012,연동,84.6,50110,47.28132387706856
341,"10,100",2012,연동,59.16,50110,170.72346179851252
342,"17,000",2012,연동,84.85,50110,200.35356511490866
343,"15,500",2012,연동,70.39,50110,220.20173320073874
344,"8,800",2012,연동,43.96,50110,200.18198362147407
345,"7,350",2012,연동,32.04,50110,229.40074906367042
346,"5,500",2012,연동,19.6895,50110,279.3367023032581
347,"7,000",2012,연동,68.92,50110,101.56703424260012
348,"7,000",2012,연동,42.24,50110,165.71969696969697
349,"23,400",2012,연동,84.1601,50110,278.0414947225585
350,"14,800",2012,연동,84.87,50110,174.38435253917757
351,"24,250",2012,연동,84.1601,50110,288.1412926077797
352,"13,000",2012,연동,69.08,50110,188.18760856977417
353,"9,600",2012,연동,78.43,50110,122.40214203748565
354,"14,800",2012,연동,75.53,50110,195.94862968356944
355,"9,500",2012,연동,55.07,50110,172.50771745051753
356,"23,400",2012,연동,84.85,50110,275.7807896287566
357,"24,010",2012,연동,84.85,50110,282.9699469652328
358,"7,600",2012,연동,27.2655,50110,278.74053290788726
359,"12,000",2012,연동,84.24,50110,142.45014245014247
360,"17,500",2012,연동,84.7257,50110,206.54889838620394
361,"8,200",2012,연동,43.96,50110,186.53321201091902
362,"13,000",2012,연동,84.87,50110,153.17544479792622
363,"13,000",2012,연동,66.85,50110,194.46522064323113
364,"22,900",2012,연동,84.9141,50110,269.6843044912447
365,"7,000",2012,연동,59.98,50110,116.70556852284095
366,"44,000",2012,연동,119.296,50110,368.8304721030043
367,"14,500",2012,연동,84.92,50110,170.748940178992
368,"23,800",2012,연동,84.85,50110,280.49499116087213
369,"6,900",2012,연동,18.0124,50110,383.06944105171993
370,"12,000",2012,연동,37.059,50110,323.80798186675304
371,"6,900",2012,연동,79.41,50110,86.89081979599547
372,"7,250",2012,연동,22.8844,50110,316.80970442747025
373,"10,000",2012,연동,118.22,50110,84.5880561664693
374,"6,300",2012,연동,23.132,50110,272.3499913539685
375,"7,250",2012,연동,22.8844,50110,316.80970442747025
376,"7,200",2012,연동,22.8844,50110,314.6248099141774
377,"6,200",2012,연동,21.7292,50110,285.330338898809
378,"11,500",2012,연동,73.35,50110,156.78254942058624
379,"9,600",2012,연동,28.62,50110,335.4297693920335
380,"9,500",2012,연동,28.62,50110,331.93570929419985
381,"9,600",2012,연동,28.9,50110,332.1799307958478
382,"9,600",2012,연동,28.9,50110,332.1799307958478
383,"9,600",2012,연동,28.9,50110,332.1799307958478
384,"9,600",2012,연동,28.9,50110,332.1799307958478
385,"9,700",2012,연동,28.9,50110,335.6401384083045
386,"9,500",2012,연동,28.95,50110,328.15198618307426
387,"9,700",2012,연동,28.62,50110,338.9238294898672
388,"9,500",2012,연동,28.62,50110,331.93570929419985
389,"9,600",2012,연동,28.62,50110,335.4297693920335
390,"9,700",2012,연동,28.9,50110,335.6401384083045
391,"9,700",2012,연동,28.9,50110,335.6401384083045
392,"9,700",2012,연동,28.9,50110,335.6401384083045
393,"9,800",2012,연동,28.9,50110,339.10034602076126
394,"9,500",2012,연동,28.62,50110,331.93570929419985
395,"9,700",2012,연동,28.9,50110,335.6401384083045
396,"9,900",2012,연동,28.9,50110,342.56055363321803
397,"9,600",2012,연동,28.95,50110,331.6062176165803
398,"9,700",2012,연동,28.62,50110,338.9238294898672
399,"8,000",2012,연동,28.62,50110,279.5248078266946
400,"9,900",2012,연동,28.9,50110,342.56055363321803
401,"9,900",2012,연동,28.9,50110,342.56055363321803
402,"57,000",2012,연동,139.522,50110,408.5377216496323
403,"20,000",2012,연동,59.8518,50110,334.1587053355121
404,"6,500",2012,연동,21.56,50110,301.48423005565866
405,"9,200",2012,연동,28.9,50110,318.33910034602076
406,"8,000",2012,연동,28.9,50110,276.8166089965398
407,"8,500",2012,연동,28.9,50110,294.11764705882354
408,"8,500",2012,연동,28.9,50110,294.11764705882354
409,"8,500",2012,연동,28.62,50110,296.99510831586304
410,"8,500",2012,연동,28.62,50110,296.99510831586304
411,"8,500",2012,연동,28.62,50110,296.99510831586304
412,"8,500",2012,연동,28.95,50110,293.6096718480138
413,"8,500",2012,연동,28.9,50110,294.11764705882354
414,"8,500",2012,연동,28.9,50110,294.11764705882354
415,"8,500",2012,연동,28.9,50110,294.11764705882354
416,"8,500",2012,연동,28.9,50110,294.11764705882354
417,"8,500",2012,연동,28.9,50110,294.11764705882354
418,"8,000",2012,연동,28.9,50110,276.8166089965398
419,"7,000",2012,연동,28.95,50110,241.79620034542316
420,"8,000",2012,연동,28.62,50110,279.5248078266946
421,"8,500",2012,연동,28.62,50110,296.99510831586304
422,"8,500",2012,연동,28.9,50110,294.11764705882354
423,"8,000",2012,연동,28.9,50110,276.8166089965398
424,"8,500",2012,연동,28.9,50110,294.11764705882354
425,"8,600",2012,연동,28.9,50110,297.5778546712803
426,"8,600",2012,연동,28.9,50110,297.5778546712803
427,"9,300",2012,연동,28.62,50110,324.9475890985325
428,"9,400",2012,연동,28.95,50110,324.6977547495682
429,"8,600",2012,연동,28.9,50110,297.5778546712803
430,"9,400",2012,연동,28.9,50110,325.2595155709343
431,"9,500",2012,연동,28.9,50110,328.719723183391
432,"9,500",2012,연동,28.95,50110,328.15198618307426
433,"9,900",2012,연동,28.9,50110,342.56055363321803
434,"24,200",2012,연동,84.1601,50110,287.5471868498255
435,"7,200",2012,연동,29.31,50110,245.64994882292734
