,price,year,dong,area,region_code,region_nmae,per_price
0,"140,000",2018,사직동,153.42,11110,서울특별시 종로구,912.5277017338027
1,"42,000",2018,당주동,65.82,11110,서울특별시 종로구,638.1039197812216
2,"130,000",2018,내수동,194.43,11110,서울특별시 종로구,668.6210975672478
3,"76,500",2018,내수동,100.44,11110,서울특별시 종로구,761.6487455197133
4,"76,000",2018,인의동,92.81,11110,서울특별시 종로구,818.8772761555866
5,"68,000",2018,인의동,84.64,11110,서울특별시 종로구,803.4026465028355
6,"35,000",2018,효제동,35.8451,11110,서울특별시 종로구,976.4235557998164
7,"24,400",2018,동숭동,49.56,11110,서울특별시 종로구,492.3325262308313
8,"68,000",2018,명륜1가,84.9,11110,서울특별시 종로구,800.9422850412249
9,"38,300",2018,명륜1가,53.42,11110,서울특별시 종로구,716.9599400973418
10,"47,800",2018,명륜2가,44.37,11110,서울특별시 종로구,1077.3044850123958
11,"84,700",2018,명륜2가,84.9,11110,서울특별시 종로구,997.6442873969376
12,"38,000",2018,창신동,122.71,11110,서울특별시 종로구,309.6732132670524
13,"59,800",2018,창신동,59.95,11110,서울특별시 종로구,997.4979149291075
14,"70,000",2018,창신동,84.9,11110,서울특별시 종로구,824.4994110718492
15,"41,000",2018,창신동,54.7,11110,서울특별시 종로구,749.542961608775
16,"12,400",2018,숭인동,16.67,11110,서울특별시 종로구,743.8512297540491
17,"12,800",2018,숭인동,15.855,11110,서울특별시 종로구,807.3163040050457
18,"130,000",2018,홍파동,59.855,11110,서울특별시 종로구,2171.915462367388
19,"150,000",2018,홍파동,84.836,11110,서울특별시 종로구,1768.1173086897072
20,"8,450",2018,행촌동,19.27,11110,서울특별시 종로구,438.50544888427606
21,"79,000",2018,평창동,187.9,11110,서울특별시 종로구,420.4364023416711
22,"104,519",2018,평창동,213.07,11110,서울특별시 종로구,490.53832073966305
23,"65,000",2018,평창동,87.27,11110,서울특별시 종로구,744.8149421336084
24,"104,519",2018,평창동,213.07,11110,서울특별시 종로구,490.53832073966305
25,"124,000",2018,평창동,207.28,11110,서울특별시 종로구,598.2246236974141
26,"50,500",2018,평창동,84.93,11110,서울특별시 종로구,594.6073236783233
27,"39,500",2018,평창동,59.97,11110,서울특별시 종로구,658.6626646656662
28,"96,490",2018,무악동,114.9,11110,서울특별시 종로구,839.7737162750217
29,"170,000",2018,남대문로5가,142.23,11140,서울특별시 중구,1195.247134922309
30,"110,000",2018,충무로4가,135.533,11140,서울특별시 중구,811.6104564939905
31,"16,000",2018,신당동,18.08,11140,서울특별시 중구,884.9557522123895
32,"72,500",2018,신당동,84.96,11140,서울특별시 중구,853.3427495291903
33,"63,000",2018,신당동,83.97,11140,서울특별시 중구,750.2679528403002
34,"78,000",2018,신당동,59.94,11140,서울특별시 중구,1301.3013013013015
35,"64,700",2018,신당동,59.94,11140,서울특별시 중구,1079.4127460794127
36,"71,000",2018,신당동,84.96,11140,서울특별시 중구,835.6873822975518
37,"97,000",2018,신당동,114.92,11140,서울특별시 중구,844.0654368256178
38,"50,000",2018,신당동,83.75,11140,서울특별시 중구,597.0149253731344
39,"123,000",2018,신당동,145.1,11140,서울특별시 중구,847.6912474155755
40,"94,500",2018,신당동,117,11140,서울특별시 중구,807.6923076923077
41,"64,000",2018,신당동,83.97,11140,서울특별시 중구,762.1769679647493
42,"80,000",2018,신당동,65.37,11140,서울특별시 중구,1223.8029677221966
43,"17,400",2018,흥인동,15.55,11140,서울특별시 중구,1118.9710610932475
44,"92,000",2018,흥인동,116.6232,11140,서울특별시 중구,788.8653372570809
45,"25,000",2018,흥인동,16.3,11140,서울특별시 중구,1533.7423312883434
