,price,year,dong,area,region_code,region_nmae,per_price
0,"66,500",2018,필운동,84.74,11110,서울특별시 종로구,784.7533632286996
1,"118,000",2018,사직동,131.44,11110,서울특별시 종로구,897.7480219111382
2,"120,500",2018,사직동,151.81,11110,서울특별시 종로구,793.7553520848429
3,"94,500",2018,사직동,94.51,11110,서울특별시 종로구,999.8941910908898
4,"66,900",2018,당주동,104.73,11110,서울특별시 종로구,638.7854482956172
5,"99,000",2018,견지동,149.8,11110,서울특별시 종로구,660.8811748998664
6,"32,700",2018,익선동,57.18,11110,서울특별시 종로구,571.8782791185729
7,"44,000",2018,익선동,58.78,11110,서울특별시 종로구,748.553929908132
8,"104,000",2018,인의동,141.04,11110,서울특별시 종로구,737.379466817924
9,"57,000",2018,인의동,84.98,11110,서울특별시 종로구,670.7460578959755
10,"64,000",2018,인의동,92.81,11110,서울특별시 종로구,689.5808641310203
11,"71,500",2018,인의동,106.81,11110,서울특별시 종로구,669.4129763130793
12,"64,800",2018,인의동,92.81,11110,서울특별시 종로구,698.2006249326581
13,"72,000",2018,인의동,103.62,11110,서울특별시 종로구,694.8465547191662
14,"79,000",2018,인의동,106.81,11110,서울특별시 종로구,739.6311206815841
15,"19,000",2018,연건동,16.98,11110,서울특별시 종로구,1118.9634864546524
16,"21,000",2018,연건동,19.86,11110,서울특별시 종로구,1057.4018126888218
17,"50,000",2018,명륜1가,82.63,11110,서울특별시 종로구,605.1071039574005
18,"54,800",2018,창신동,84.5,11110,서울특별시 종로구,648.5207100591716
19,"44,500",2018,창신동,79.87,11110,서울특별시 종로구,557.1553774884186
20,"39,500",2018,창신동,54.7,11110,서울특별시 종로구,722.1206581352833
21,"38,800",2018,창신동,64.66,11110,서울특별시 종로구,600.0618620476338
22,"53,000",2018,창신동,115.53,11110,서울특별시 종로구,458.7553016532502
23,"51,300",2018,창신동,59.95,11110,서울특별시 종로구,855.7130942452043
24,"38,800",2018,창신동,54.7,11110,서울특별시 종로구,709.3235831809872
25,"54,450",2018,창신동,115.53,11110,서울특별시 종로구,471.3061542456505
26,"44,500",2018,창신동,79.87,11110,서울특별시 종로구,557.1553774884186
27,"39,800",2018,창신동,54.7,11110,서울특별시 종로구,727.6051188299817
28,"34,500",2018,창신동,54.7,11110,서울특별시 종로구,630.7129798903107
29,"53,500",2018,창신동,115.53,11110,서울특별시 종로구,463.0831818575262
30,"40,000",2018,창신동,64.66,11110,서울특별시 종로구,618.6204763377668
31,"37,000",2018,창신동,54.7,11110,서울특별시 종로구,676.4168190127971
32,"38,500",2018,창신동,64.66,11110,서울특별시 종로구,595.4222084751005
33,"54,900",2018,창신동,115.53,11110,서울특별시 종로구,475.20124642949884
34,"54,700",2018,창신동,106.62,11110,서울특별시 종로구,513.0369536672293
35,"53,000",2018,창신동,120.84,11110,서울특별시 종로구,438.59649122807014
36,"56,000",2018,숭인동,59.92,11110,서울특별시 종로구,934.5794392523364
37,"57,000",2018,숭인동,59.92,11110,서울특별시 종로구,951.2683578104138
38,"26,000",2018,숭인동,59.74,11110,서울특별시 종로구,435.2192835621024
39,"67,000",2018,숭인동,84.9478,11110,서울특별시 종로구,788.7196607799142
40,"14,000",2018,숭인동,15.09,11110,서울특별시 종로구,927.766732935719
41,"65,500",2018,숭인동,84.92,11110,서울특별시 종로구,771.3141780499293
42,"36,000",2018,숭인동,77.75,11110,서울특별시 종로구,463.0225080385852
43,"13,600",2018,숭인동,17.811,11110,서울특별시 종로구,763.5730728201673
44,"58,000",2018,숭인동,59.92,11110,서울특별시 종로구,967.9572763684913
45,"45,000",2018,평창동,84.93,11110,서울특별시 종로구,529.8481102084069
46,"45,500",2018,평창동,84.93,11110,서울특별시 종로구,535.7353114329447
47,"39,500",2018,평창동,84.93,11110,서울특별시 종로구,465.08889673849046
48,"36,000",2018,평창동,59.97,11110,서울특별시 종로구,600.3001500750375
49,"15,500",2018,평창동,30.46,11110,서울특별시 종로구,508.8640840446487
50,"46,000",2018,평창동,84.93,11110,서울특별시 종로구,541.6225126574826
51,"41,000",2018,평창동,59.82,11110,서울특별시 종로구,685.3895018388499
52,"105,000",2018,평창동,186.9,11110,서울특별시 종로구,561.7977528089888
53,"71,490",2018,무악동,84.92,11110,서울특별시 종로구,841.8511540273198
54,"98,000",2018,무악동,114.931,11110,서울특별시 종로구,852.6855243580932
55,"73,500",2018,무악동,84.92,11110,서울특별시 종로구,865.5204898728215
56,"87,490",2018,무악동,114.9,11110,서울특별시 종로구,761.4447345517841
57,"96,000",2018,무악동,114.931,11110,서울특별시 종로구,835.28377896303
58,"12,200",2018,남창동,29.7,11140,서울특별시 중구,410.7744107744108
59,"15,000",2018,남창동,29.7,11140,서울특별시 중구,505.0505050505051
60,"120,000",2018,남대문로5가,126.78,11140,서울특별시 중구,946.521533364884
61,"131,000",2018,회현동1가,133.98,11140,서울특별시 중구,977.7578743095985
62,"106,000",2018,회현동1가,113.46,11140,서울특별시 중구,934.2499559316059
63,"123,500",2018,회현동2가,139.8,11140,서울특별시 중구,883.4048640915593
64,"51,000",2018,충무로4가,95.8,11140,서울특별시 중구,532.3590814196242
65,"40,800",2018,충무로4가,71.93,11140,서울특별시 중구,567.2181287362713
66,"52,500",2018,충무로4가,107.9,11140,서울특별시 중구,486.5616311399444
67,"68,000",2018,충무로4가,80.473,11140,서울특별시 중구,845.003914356368
68,"20,000",2018,인현동2가,42.31,11140,서울특별시 중구,472.70148900969036
69,"28,400",2018,묵정동,52.46,11140,서울특별시 중구,541.3648494090736
70,"7,500",2018,장충동2가,31.24,11140,서울특별시 중구,240.07682458386685
71,"15,000",2018,장충동2가,62.48,11140,서울특별시 중구,240.07682458386685
72,"36,500",2018,신당동,61.99,11140,서울특별시 중구,588.8046459106307
73,"66,500",2018,신당동,84.96,11140,서울특별시 중구,782.7212806026366
74,"52,000",2018,신당동,57.63,11140,서울특별시 중구,902.3078257851813
75,"89,000",2018,신당동,84.88,11140,서울특별시 중구,1048.5391140433553
76,"60,000",2018,신당동,59.98,11140,서울특별시 중구,1000.3334444814939
77,"66,500",2018,신당동,84.96,11140,서울특별시 중구,782.7212806026366
78,"70,000",2018,신당동,84.88,11140,서울특별시 중구,824.693685202639
79,"76,000",2018,신당동,84.88,11140,서울특별시 중구,895.3817153628653
80,"8,400",2018,신당동,31.17,11140,서울특별시 중구,269.48989412897015
81,"74,000",2018,신당동,84.88,11140,서울특별시 중구,871.8190386427899
82,"86,500",2018,신당동,114.88,11140,서울특별시 중구,752.9596100278552
83,"65,500",2018,신당동,59.94,11140,서울특별시 중구,1092.7594260927594
84,"51,300",2018,신당동,66.6,11140,서울특별시 중구,770.2702702702703
85,"85,000",2018,신당동,114.92,11140,서울특별시 중구,739.6449704142012
86,"68,000",2018,신당동,122.275,11140,서울특별시 중구,556.1234921283991
87,"75,000",2018,신당동,84.88,11140,서울특별시 중구,883.6003770028276
88,"59,000",2018,신당동,59.94,11140,서울특별시 중구,984.3176509843177
89,"82,000",2018,신당동,84.88,11140,서울특별시 중구,966.0697455230915
90,"44,850",2018,신당동,67.84,11140,서울특별시 중구,661.1143867924528
91,"80,000",2018,신당동,143.049,11140,서울특별시 중구,559.248928688771
92,"62,700",2018,신당동,59.94,11140,서울특별시 중구,1046.046046046046
93,"78,000",2018,신당동,114.91,11140,서울특별시 중구,678.7920981637803
94,"79,800",2018,신당동,84.88,11140,서울특별시 중구,940.1508011310085
95,"59,000",2018,신당동,59.97,11140,서울특별시 중구,983.8252459563115
96,"76,000",2018,신당동,84.88,11140,서울특별시 중구,895.3817153628653
97,"80,500",2018,신당동,114.92,11140,서울특별시 중구,700.4872955099199
98,"63,000",2018,신당동,59.94,11140,서울특별시 중구,1051.051051051051
99,"65,000",2018,신당동,59.94,11140,서울특별시 중구,1084.417751084418
100,"83,000",2018,신당동,114.92,11140,서울특별시 중구,722.2415593456317
101,"56,000",2018,신당동,59.94,11140,서울특별시 중구,934.2676009342676
102,"57,000",2018,신당동,59.94,11140,서울특별시 중구,950.950950950951
103,"62,000",2018,신당동,59.94,11140,서울특별시 중구,1034.3677010343677
104,"63,500",2018,신당동,65.37,11140,서울특별시 중구,971.3936056294935
105,"65,500",2018,신당동,59.94,11140,서울특별시 중구,1092.7594260927594
106,"69,000",2018,신당동,59.94,11140,서울특별시 중구,1151.1511511511512
107,"84,000",2018,신당동,84.97,11140,서울특별시 중구,988.5842061904202
108,"59,000",2018,신당동,59.94,11140,서울특별시 중구,984.3176509843177
109,"59,500",2018,신당동,84.96,11140,서울특별시 중구,700.3295668549906
110,"85,000",2018,신당동,114.92,11140,서울특별시 중구,739.6449704142012
111,"85,000",2018,신당동,143.049,11140,서울특별시 중구,594.2019867318191
112,"65,000",2018,신당동,122.275,11140,서울특별시 중구,531.588632181558
113,"100,000",2018,신당동,114.88,11140,서울특별시 중구,870.4735376044569
114,"90,000",2018,신당동,84.88,11140,서울특별시 중구,1060.3204524033931
115,"83,000",2018,신당동,84.88,11140,서울특별시 중구,977.8510838831291
116,"58,000",2018,신당동,57.63,11140,서울특별시 중구,1006.4202672219329
117,"69,500",2018,신당동,59.94,11140,서울특별시 중구,1159.4928261594928
118,"49,000",2018,신당동,66.6,11140,서울특별시 중구,735.7357357357358
119,"66,800",2018,신당동,59.94,11140,서울특별시 중구,1114.447781114448
120,"79,000",2018,신당동,84.88,11140,서울특별시 중구,930.7257304429784
121,"70,000",2018,신당동,84.96,11140,서울특별시 중구,823.9171374764595
122,"55,500",2018,신당동,81.63,11140,서울특별시 중구,679.8970966556413
123,"108,000",2018,흥인동,147.3212,11140,서울특별시 중구,733.0920464943266
124,"16,900",2018,흥인동,16.55,11140,서울특별시 중구,1021.1480362537764
125,"20,500",2018,흥인동,16.3,11140,서울특별시 중구,1257.6687116564417
126,"29,800",2018,흥인동,23.82,11140,서울특별시 중구,1251.0495382031907
127,"44,700",2018,황학동,59.56,11140,서울특별시 중구,750.5036937541975
128,"84,500",2018,황학동,130.939,11140,서울특별시 중구,645.3386691512842
129,"59,000",2018,황학동,59.91,11140,서울특별시 중구,984.810549157069
130,"65,000",2018,황학동,84.89,11140,서울특별시 중구,765.6967840735069
131,"26,500",2018,황학동,27.98,11140,서울특별시 중구,947.1050750536097
132,"26,500",2018,황학동,25.78,11140,서울특별시 중구,1027.9286268425135
133,"26,500",2018,황학동,25.78,11140,서울특별시 중구,1027.9286268425135
134,"26,500",2018,황학동,25.78,11140,서울특별시 중구,1027.9286268425135
135,"26,500",2018,황학동,26.92,11140,서울특별시 중구,984.3982169390787
136,"26,500",2018,황학동,26.92,11140,서울특별시 중구,984.3982169390787
137,"56,400",2018,황학동,59.94,11140,서울특별시 중구,940.940940940941
138,"58,000",2018,황학동,59.94,11140,서울특별시 중구,967.6343009676343
139,"65,500",2018,황학동,84.97,11140,서울특별시 중구,770.8603036365777
140,"79,700",2018,황학동,114.9,11140,서울특별시 중구,693.6466492602262
141,"67,750",2018,황학동,84.9,11140,서울특별시 중구,797.9976442873968
142,"67,000",2018,황학동,134.301,11140,서울특별시 중구,498.87938287875744
143,"70,000",2018,황학동,84.89,11140,서울특별시 중구,824.5965366945459
144,"39,500",2018,황학동,74.82,11140,서울특별시 중구,527.9337075648223
145,"59,500",2018,황학동,59.91,11140,서울특별시 중구,993.1564012685695
146,"46,000",2018,순화동,69.29,11140,서울특별시 중구,663.8764612498195
147,"89,000",2018,중림동,117.742,11140,서울특별시 중구,755.8899967726045
148,"90,000",2018,중림동,84.95,11140,서울특별시 중구,1059.446733372572
149,"47,000",2018,만리동1가,56.66,11140,서울특별시 중구,829.509354041652
150,"98,000",2018,만리동1가,84.9566,11140,서울특별시 중구,1153.530155396991
151,"126,000",2018,후암동,166.98,11170,서울특별시 용산구,754.5813869924542
152,"59,500",2018,후암동,63.44,11170,서울특별시 용산구,937.8940731399748
153,"58,000",2018,후암동,91.96,11170,서울특별시 용산구,630.7090039147456
154,"47,000",2018,후암동,75.65,11170,서울특별시 용산구,621.2822207534699
155,"125,000",2018,동자동,145.2,11170,서울특별시 용산구,860.8815426997246
156,"123,000",2018,동자동,149.05,11170,서울특별시 용산구,825.2264340825226
157,"129,000",2018,동자동,131.05,11170,서울특별시 용산구,984.3571156047309
158,"33,000",2018,동자동,44.5,11170,서울특별시 용산구,741.5730337078652
159,"126,000",2018,동자동,128.06,11170,서울특별시 용산구,983.9137904107449
160,"155,000",2018,동자동,166.6,11170,서울특별시 용산구,930.3721488595438
161,"159,000",2018,동자동,181.5,11170,서울특별시 용산구,876.0330578512396
162,"110,000",2018,동자동,128.06,11170,서울특별시 용산구,858.9723567077932
163,"29,500",2018,동자동,44,11170,서울특별시 용산구,670.4545454545455
164,"62,500",2018,청파동3가,111.92,11170,서울특별시 용산구,558.4345961401001
165,"54,500",2018,원효로1가,38.61,11170,서울특별시 용산구,1411.5514115514115
166,"159,000",2018,원효로1가,142.901,11170,서울특별시 용산구,1112.6584138669427
167,"60,000",2018,신창동,84.77,11170,서울특별시 용산구,707.79756989501
168,"67,000",2018,산천동,59.55,11170,서울특별시 용산구,1125.1049538203192
169,"72,500",2018,산천동,59.55,11170,서울특별시 용산구,1217.4643157010917
170,"75,000",2018,산천동,84.98,11170,서울특별시 용산구,882.5606024947045
171,"66,700",2018,산천동,59.55,11170,서울특별시 용산구,1120.0671704450042
172,"150,000",2018,청암동,201.23,11170,서울특별시 용산구,745.4156934850669
173,"74,700",2018,원효로4가,59.94,11170,서울특별시 용산구,1246.2462462462463
174,"88,000",2018,원효로4가,84.94,11170,서울특별시 용산구,1036.025429715093
175,"115,000",2018,원효로4가,103.74,11170,서울특별시 용산구,1108.5405822247928
176,"71,800",2018,원효로4가,81.72,11170,서울특별시 용산구,878.6098874204602
177,"72,000",2018,원효로4가,81.72,11170,서울특별시 용산구,881.057268722467
178,"100,000",2018,원효로4가,78.06,11170,서울특별시 용산구,1281.0658467845246
179,"84,000",2018,효창동,175.26,11170,서울특별시 용산구,479.28791509756934
180,"115,500",2018,효창동,84.45,11170,서울특별시 용산구,1367.6731793960923
181,"48,000",2018,효창동,59.92,11170,서울특별시 용산구,801.068090787717
182,"124,000",2018,효창동,114.69,11170,서울특별시 용산구,1081.1753422268725
183,"46,000",2018,효창동,84.69,11170,서울특별시 용산구,543.1573975675994
184,"89,000",2018,효창동,203.175,11170,서울특별시 용산구,438.04601944136823
185,"59,500",2018,효창동,119.16,11170,서울특별시 용산구,499.3286337697214
186,"52,500",2018,효창동,66.97,11170,서울특별시 용산구,783.9331043750933
187,"89,900",2018,효창동,59.41,11170,서울특별시 용산구,1513.2132637603097
188,"30,800",2018,효창동,66.12,11170,서울특별시 용산구,465.8197217180883
189,"114,200",2018,효창동,84.45,11170,서울특별시 용산구,1352.2794552989935
190,"84,500",2018,효창동,186.84,11170,서울특별시 용산구,452.2586169985014
191,"72,000",2018,효창동,124.74,11170,서울특별시 용산구,577.2005772005772
192,"80,000",2018,효창동,158.68,11170,서울특별시 용산구,504.1593143433325
193,"45,533",2018,효창동,66.97,11170,서울특별시 용산구,679.9014484097357
194,"70,000",2018,도원동,114.99,11170,서울특별시 용산구,608.7485868336378
195,"88,000",2018,도원동,84.69,11170,서울특별시 용산구,1039.0837170858424
196,"93,000",2018,도원동,114.99,11170,서울특별시 용산구,808.7659796504045
197,"70,000",2018,도원동,59.94,11170,서울특별시 용산구,1167.8345011678346
198,"83,500",2018,도원동,84.69,11170,서울특별시 용산구,985.9487542803165
199,"70,000",2018,용문동,114.93,11170,서울특별시 용산구,609.0663882363177
200,"24,700",2018,문배동,21.39,11170,서울특별시 용산구,1154.7452080411406
201,"99,300",2018,문배동,84.68,11170,서울특별시 용산구,1172.649976381672
202,"98,000",2018,문배동,84.68,11170,서울특별시 용산구,1157.2980632971185
203,"95,000",2018,문배동,84.83,11170,서울특별시 용산구,1119.8868324885063
204,"90,000",2018,문배동,97.83,11170,서울특별시 용산구,919.9632014719411
205,"73,000",2018,문배동,84.99,11170,서울특별시 용산구,858.924579362278
206,"17,000",2018,문배동,13.69,11170,서울특별시 용산구,1241.782322863404
207,"17,300",2018,문배동,13.69,11170,서울특별시 용산구,1263.6961285609934
208,"114,000",2018,문배동,126.3,11170,서울특별시 용산구,902.6128266033254
209,"20,000",2018,문배동,13.01,11170,서울특별시 용산구,1537.2790161414298
210,"120,000",2018,신계동,84.21,11170,서울특별시 용산구,1425.0089063056646
211,"140,000",2018,신계동,84.89,11170,서울특별시 용산구,1649.1930733890918
212,"175,000",2018,한강로2가,121.17,11170,서울특별시 용산구,1444.2518775274407
213,"56,800",2018,한강로2가,84.6,11170,서울특별시 용산구,671.3947990543736
214,"180,000",2018,용산동5가,124.8,11170,서울특별시 용산구,1442.3076923076924
215,"199,500",2018,용산동5가,124.8,11170,서울특별시 용산구,1598.5576923076924
216,"155,000",2018,용산동5가,118.2,11170,서울특별시 용산구,1311.336717428088
217,"264,000",2018,용산동5가,180.62,11170,서울특별시 용산구,1461.63215590743
218,"250,000",2018,한강로3가,177.52,11170,서울특별시 용산구,1408.2920234339792
219,"142,000",2018,한강로3가,114.17,11170,서울특별시 용산구,1243.7593062976264
220,"190,000",2018,한강로3가,143.36,11170,서울특별시 용산구,1325.3348214285713
221,"128,000",2018,한강로3가,126.19,11170,서울특별시 용산구,1014.3434503526429
222,"215,000",2018,한강로3가,177.52,11170,서울특별시 용산구,1211.131140153222
223,"22,000",2018,한강로3가,19.89,11170,서울특별시 용산구,1106.0834590246354
224,"120,000",2018,한강로3가,126.19,11170,서울특별시 용산구,950.9469847056026
225,"67,000",2018,한강로3가,68.59,11170,서울특별시 용산구,976.8187782475579
226,"138,000",2018,이촌동,102.48,11170,서울특별시 용산구,1346.6042154566744
227,"135,000",2018,이촌동,104.86,11170,서울특별시 용산구,1287.4308601945452
228,"95,000",2018,이촌동,149.12,11170,서울특별시 용산구,637.0708154506437
229,"130,000",2018,이촌동,146.38,11170,서울특별시 용산구,888.0994671403197
230,"106,000",2018,이촌동,59.88,11170,서울특별시 용산구,1770.2070808283233
231,"128,900",2018,이촌동,186.12,11170,서울특별시 용산구,692.5639372447882
232,"240,000",2018,이촌동,234.53,11170,서울특별시 용산구,1023.3232422291392
233,"94,000",2018,이촌동,59.55,11170,서울특별시 용산구,1578.5054575986567
234,"104,400",2018,이촌동,59.55,11170,서울특별시 용산구,1753.148614609572
235,"119,500",2018,이촌동,84.77,11170,서울특별시 용산구,1409.6968267075617
236,"107,000",2018,이촌동,114.96,11170,서울특별시 용산구,930.758524704245
237,"94,400",2018,이촌동,59.22,11170,서울특별시 용산구,1594.0560621411685
238,"160,000",2018,이촌동,100.92,11170,서울특별시 용산구,1585.4141894569957
239,"104,500",2018,이촌동,59.12,11170,서울특별시 용산구,1767.5913396481733
240,"105,000",2018,이촌동,59.55,11170,서울특별시 용산구,1763.2241813602016
241,"95,000",2018,이촌동,84.82,11170,서울특별시 용산구,1120.0188634755955
242,"135,000",2018,이촌동,84.98,11170,서울특별시 용산구,1588.6090844904684
243,"105,000",2018,이촌동,59.55,11170,서울특별시 용산구,1763.2241813602016
244,"138,000",2018,이촌동,84.89,11170,서울특별시 용산구,1625.633172340676
245,"110,000",2018,이촌동,60,11170,서울특별시 용산구,1833.3333333333333
246,"213,000",2018,이촌동,101.95,11170,서울특별시 용산구,2089.259440902403
247,"251,000",2018,이촌동,169.71,11170,서울특별시 용산구,1478.9935772788874
248,"143,000",2018,이촌동,102.48,11170,서울특별시 용산구,1395.3942232630757
249,"114,000",2018,이촌동,114.96,11170,서울특별시 용산구,991.6492693110648
250,"107,500",2018,이촌동,59.88,11170,서울특별시 용산구,1795.257181028724
251,"120,000",2018,이촌동,121.44,11170,서울특별시 용산구,988.1422924901186
252,"40,000",2018,한남동,50.85,11170,서울특별시 용산구,786.6273352999017
253,"94,500",2018,한남동,37.53,11170,서울특별시 용산구,2517.9856115107914
254,"431,000",2018,한남동,235.312,11170,서울특별시 용산구,1831.6107975793839
255,"435,000",2018,한남동,233.062,11170,서울특별시 용산구,1866.4561361354488
256,"73,400",2018,한남동,72.06,11170,서울특별시 용산구,1018.5956147654732
257,"193,000",2018,한남동,169.77,11170,서울특별시 용산구,1136.832184720504
258,"84,500",2018,한남동,65.97,11170,서울특별시 용산구,1280.8852508716084
259,"53,000",2018,한남동,59.95,11170,서울특별시 용산구,884.070058381985
260,"439,500",2018,한남동,235.312,11170,서울특별시 용산구,1867.733052288026
261,"417,000",2018,한남동,235.312,11170,서울특별시 용산구,1772.115319235738
262,"435,000",2018,한남동,235.312,11170,서울특별시 용산구,1848.6095056775684
263,"63,500",2018,한남동,69.16,11170,서울특별시 용산구,918.1607865818393
264,"140,000",2018,동빙고동,133.18,11170,서울특별시 용산구,1051.2088902237572
265,"132,000",2018,동빙고동,132.42,11170,서울특별시 용산구,996.8282736746715
266,"222,000",2018,서빙고동,140.81,11170,서울특별시 용산구,1576.592571550316
267,"98,000",2018,서빙고동,84.95,11170,서울특별시 용산구,1153.619776339023
268,"150,000",2018,보광동,143.88,11170,서울특별시 용산구,1042.535446205171
